sent
1	Кстати	0 кстати CONJ Prnt
14706	1	0 1 NUMR
14707	,	0 , PNCT
14707	8	0 8 NUMR
14708	миллиарда	0 миллиард NOUN masc inan sing gent
14709	рублей	0 рубль NOUN masc inan plur gent
14710	"	0 " PNCT
14711	.	0 . PNCT
/sent
sent
14712	Россия	0 Россия NOUN femn inan sing nomn
14713	будет	0 быть VERB impf intr actv sing futr 3per indc
14714	этому	0 это ADJF Apro Subx neut sing datv
14715	всемерно	0 всемерно ADVB
14716	способствовать	0 способствовать INFN impf intr actv
14717	в	0 в PREP
14718	целях	0 цель NOUN femn inan plur loct
14719	скорейшей	0 скорейший ADJF femn sing gent
14720	нормализации	0 нормализация NOUN femn inan sing gent
14721	обстановки	0 обстановка NOUN femn inan sing gent
14722	и	0 и CONJ
14723	достижения	0 достижение NOUN neut inan sing gent
14724	прочного	0 прочный ADJF neut sing gent
14725	всеобъемлющего	0 всеобъемлющий ADJF neut sing gent
14726	урегулирования	0 урегулирование NOUN neut inan sing gent
14727	на	0 на PREP
14728	Ближнем	0 ближний ADJF masc sing loct
14729	Востоке	0 восток NOUN masc inan sing loct
14730	.	0 . PNCT
/sent
sent
14730	Одновременно	0 одновременно ADVB
14731	с	0 с PREP
14732	возможностью	0 возможность NOUN femn inan sing ablt
14733	проецирования	0 проецирование NOUN neut inan sing gent
14734	компьютерных	0 компьютерный ADJF plur gent
14735	изображений	0 изображение NOUN neut inan plur gent
14736	с	0 с PREP
14737	разрешением	0 разрешение NOUN neut inan sing ablt
14738	1365	0 1365 NUMR
14739	точек	0 точка NOUN femn inan plur gent
14740	по	0 по PREP
14741	горизонтали	0 горизонталь NOUN femn inan sing datv
14742	и	0 и CONJ
14743	1024	0 1024 NUMR
14744	точки	0 точка NOUN femn inan sing gent
14745	по	0 по PREP
14746	вертикали	0 вертикаль NOUN femn inan sing datv
14747	(	0 ( PNCT
14747	True	0 True UNKN
14748	SXGA	0 SXGA UNKN
14749	)	0 ) PNCT
14750	,	0 , PNCT
14751	три	0 три NUMR nomn
14752	панели	0 панель NOUN femn inan sing gent
14753	LCOS	0 LCOS UNKN
14754	,	0 , PNCT
14754	формирующие	0 формировать PRTF impf tran plur nomn actv pres
14755	изображение	0 изображение NOUN neut inan sing accs
14756	для	0 для PREP
14757	каждого	0 каждый ADJF Apro masc sing gent
14758	цвета	0 цвет NOUN masc inan sing gent
14759	в	0 в PREP
14760	отдельности	0 отдельность NOUN femn inan sing loct
14761	,	0 , PNCT
14761	улучшают	0 улучшать VERB impf tran plur actv pres 3per indc
14762	чёткость	0 четкость NOUN femn inan sing accs
14763	перекрестия	0 перекрестие NOUN neut inan sing gent
14764	в	0 в PREP
14765	пиксельной	0 пиксельный ADJF femn sing loct
14766	точке	0 точка NOUN femn inan sing loct
14767	,	0 , PNCT
14767	благодаря	0 благодаря PREP
14768	более	0 более ADVB
14769	тонким	0 тонкий ADJF plur datv
14770	пиксельным	0 пиксельный ADJF plur datv
14771	линиям	0 линия NOUN femn inan plur datv
14772	.	0 . PNCT
/sent
sent
14772	Проблема	0 проблема NOUN femn inan sing nomn
14773	в	0 в PREP
14774	том	0 то ADJF Apro Subx neut sing loct
14775	,	0 , PNCT
14775	что	0 что CONJ
14776	все	0 весь ADJF Apro plur nomn
14777	три	0 три NUMR nomn
14778	кнопки	0 кнопка NOUN femn inan sing gent
14779	принадлежали	0 принадлежать VERB impf intr actv plur past indc
14780	государственным	0 государственный ADJF plur datv
14781	структурам	0 структура NOUN femn inan plur datv
14782	.	0 . PNCT
/sent
sent
14782	Не	0 не PRCL
14783	жертва	0 жертва NOUN femn anim sing nomn
14784	,	0 , PNCT
14784	трепещущая	0 трепетать PRTF impf intr actv femn sing nomn pres
14785	белыми	0 белый ADJF plur ablt
14786	крылами	0 крыло NOUN neut inan plur ablt
14787	,	0 , PNCT
14787	не	0 не PRCL
14788	шикарная	0 шикарный ADJF femn sing nomn
14789	стерва	0 стерва NOUN femn anim sing nomn
14790	-	0 - PNCT
14790	обольстительница	0 обольстительница NOUN femn anim sing nomn
14791	.	0 . PNCT
/sent
sent
14791	Правда	0 правда CONJ Prnt
14792	,	0 , PNCT
14792	есть	0 быть VERB impf intr actv sing pres 3per indc
14793	"	0 " PNCT
14793	Газпром	0 Газпром NOUN masc inan sing nomn
14794	"	0 " PNCT
14795	,	0 , PNCT
14796	в	0 в PREP
14797	который	0 который ADJF Apro masc sing accs inan
14798	в	0 в PREP
14799	2001	0 2001 NUMR
14800	году	0 год NOUN masc inan sing loc2
14801	пришли	0 прийти VERB perf intr actv plur past indc
14802	люди	0 человек NOUN masc anim plur nomn
14803	из	0 из PREP
14804	Питера	0 питер NOUN masc inan sing gent
14805	,	0 , PNCT
14805	но	0 но CONJ
14806	особых	0 особый ADJF plur gent
14807	преимуществ	0 преимущество NOUN neut inan plur gent
14808	это	0 это ADJF Apro Subx neut sing nomn
14809	им	0 они ADJF Apro Subx plur 3per datv
14810	не	0 не PRCL
14811	дало	0 дать VERB perf tran neut sing actv past indc
14812	.	0 . PNCT
/sent
sent
14812	Именно	0 именно PRCL
14813	они	0 они ADJF Apro Subx plur 3per nomn
14814	в	0 в PREP
14815	60-е	0 60-й ADJF Anum plur loct
14816	годы	0 год NOUN masc inan plur accs
14817	прошлого	0 прошлый ADJF masc sing gent
14818	века	0 век NOUN masc inan sing gent
14819	произвели	0 произвести VERB perf tran plur actv past indc
14820	настоящую	0 настоящий ADJF femn sing accs
14821	революцию	0 революция NOUN femn inan sing accs
14822	в	0 в PREP
14823	качественных	0 качественный ADJF plur loct
14824	характеристиках	0 характеристика NOUN femn inan plur loct
14825	и	0 и CONJ
14826	областях	0 область NOUN femn inan plur loct
14827	применения	0 применение NOUN neut inan sing gent
14828	сухих	0 сухой ADJF plur gent
14829	смесей	0 смесь NOUN femn inan plur gent
14830	,	0 , PNCT
14830	именно	0 именно PRCL
14831	они	0 они ADJF Apro Subx plur 3per nomn
14832	придают	0 придавать VERB impf tran actv plur pres 3per indc
14833	материалу	0 материал NOUN masc inan sing datv
14834	те	0 тот ADJF Apro plur accs inan
14835	самые	0 самый ADJF Apro plur accs inan
14836	замечательные	0 замечательный ADJF plur accs inan
14837	свойства	0 свойство NOUN neut inan plur accs
14838	,	0 , PNCT
14838	которые	0 который ADJF Apro plur accs inan
14839	старым	0 старый ADJF masc sing ablt
14840	дедовским	0 дедовский ADJF masc sing ablt
14841	способом	0 способ NOUN masc inan sing ablt
14842	получить	0 получить INFN perf tran actv
14843	,	0 , PNCT
14843	увы	0 увы INTJ
14844	,	0 , PNCT
14844	не	0 не PRCL
14845	удастся	0 удаться VERB perf intr sing futr 3per indc
14846	.	0 . PNCT
/sent
sent
14846	Напротив	0 напротив ADVB
14847	.	0 . PNCT
/sent
sent
14847	ЭПИЛОГ	0 эпилог NOUN masc inan sing nomn
/sent
sent
14848	Стружки	0 стружка NOUN femn inan plur nomn
14849	древесной	0 древесный ADJF femn sing gent
14850	коры	0 кора NOUN femn inan sing gent
14851	идеальны	0 идеальный ADJS plur
14852	для	0 для PREP
14853	пальм	0 пальма NOUN femn inan plur gent
14854	,	0 , PNCT
14854	небольших	0 небольшой ADJF plur gent
14855	деревьев	0 дерево NOUN neut inan plur gent
14856	и	0 и CONJ
14857	кустарников	0 кустарник NOUN masc inan plur gent
14858	.	0 . PNCT
/sent
sent
14858	Домострой	0 домострой NOUN masc inan sing nomn
14859	Фоминых	0 Фомин NOUN masc anim plur gent
14860	продолжается	0 продолжаться VERB impf intr sing pres 3per indc
14861	.	0 . PNCT
/sent
sent
14861	Пиночету	0 Пиночет NOUN masc anim sing datv
14862	,	0 , PNCT
14862	выходцу	0 выходец NOUN masc anim sing datv
14863	из	0 из PREP
14864	"	0 " PNCT
14864	средних	0 средний ADJF plur gent
14865	классов	0 класс NOUN masc inan plur gent
14866	"	0 " PNCT
14867	,	0 , PNCT
14868	путь	0 путь NOUN masc inan sing accs
14869	наверх	0 наверх ADVB
14870	могла	0 мочь VERB impf intr actv femn sing past indc
14871	открыть	0 открыть INFN perf tran actv
14872	только	0 только PRCL
14873	служба	0 служба NOUN femn inan sing nomn
14874	в	0 в PREP
14875	армии	0 армия NOUN femn inan sing loct
14876	,	0 , PNCT
14876	с	0 с PREP
14877	которой	0 который ADJF Apro femn sing ablt
14878	он	0 он ADJF Apro Subx masc sing 3per nomn
14879	и	0 и CONJ
14880	связал	0 связать VERB perf tran masc sing actv past indc
14881	судьбу	0 судьба NOUN femn inan sing accs
14882	в	0 в PREP
14883	17	0 17 NUMR
14884	лет	0 год NOUN masc inan plur gent
14885	,	0 , PNCT
14885	поступив	0 поступить GRND perf intr actv past
14886	в	0 в PREP
14887	пехотное	0 пехотный ADJF neut sing accs inan
14888	училище	0 училище NOUN neut inan sing accs
14889	города	0 город NOUN masc inan sing gent
14890	Сан-Бернардо	0 Сан-Бернардо NOUN masc inan Fixd sing nomn
14891	.	0 . PNCT
/sent
sent
14891	Конечно	0 конечно CONJ Prnt
14892	же	0 же PRCL
14893	,	0 , PNCT
14893	нет	0 нет PRCL
14894	.	0 . PNCT
/sent
sent
14894	Вы	0 вы ADJF Apro Subx plur 2per nomn
14895	помните	0 помнить VERB impf tran plur actv pres 2per indc
14896	ваш	0 ваш ADJF Apro masc sing accs inan
14897	первый	0 первый ADJF Anum masc sing accs inan
14898	позитивный	0 позитивный ADJF masc sing accs inan
14899	репортаж	0 репортаж NOUN masc inan sing accs
14900	?	0 ? PNCT
/sent
sent
14900	Ликвидация	0 ликвидация NOUN femn inan sing nomn
14901	значительной	0 значительный ADJF femn sing gent
14902	части	0 часть NOUN femn inan sing gent
14903	ОЮЛ	0 ОЮЛ NOUN neut inan Fixd plur gent
14904	на	0 на PREP
14905	практике	0 практика NOUN femn inan sing loct
14906	должна	0 должен ADJS femn sing
14907	быть	0 быть INFN impf intr actv
14908	осуществлена	0 осуществить PRTS perf femn sing pssv past
14909	путём	0 путем PREP
14910	их	0 их ADJF Apro
14911	полного	0 полный ADJF neut sing gent
14912	или	0 или CONJ
14913	частичного	0 частичный ADJF neut sing gent
14914	слияния	0 слияние NOUN neut inan sing gent
14915	с	0 с PREP
14916	близкими	0 близкий ADJF plur ablt
14917	по	0 по PREP
14918	роду	0 род NOUN masc inan sing datv
14919	работы	0 работа NOUN femn inan sing gent
14920	организациями	0 организация NOUN femn inan plur ablt
14921	.	0 . PNCT
